request_string,label,technique,base_sample_id
GET /search?q=usb-c hub multi-port&category=office-supplies&page=2&sort=desc HTTP/1.1,0,raw,ben_0271
POST /login username=marcus.obrien51&password=P@ssw0rd_99,0,raw,ben_0272
GET /blog/posts/security-best-practices HTTP/1.1,0,raw,ben_0273
POST /login username=emma.rodriguez9&password=P@ssw0rd_99,0,raw,ben_0274
GET /search?q=travel backpack waterproof&category=home-kitchen&page=7&sort=relevance HTTP/1.1,0,raw,ben_0275
GET /search?q=stainless steel water bottle&category=beauty&page=9&sort=asc HTTP/1.1,0,raw,ben_0276
POST /api/v1/user/profile name=Noah+O'Neill&email=noah.oneill@example.com&phone=+1-555-715-9272 HTTP/1.1,0,raw,ben_0277
POST /login username=chloe.smith77&password=Summer#Vibes!,0,raw,ben_0278
POST /login username=john.martinez57&password=Coffee@Morning1,0,raw,ben_0279
POST /login username=william.davis75&password=GateGuard_Secure!9,0,raw,ben_0280
POST /login username=mia.wilson20&password=Secure!Pass88,0,raw,ben_0281
POST /feedback name=Daniel+Wilson&rating=4&comments=Product+quality+is+top+notch.+Highly+recommend! HTTP/1.1,0,raw,ben_0282
POST /login username=sean.martinez85&password=MyDogName$2024,0,raw,ben_0283
POST /api/v1/user/profile name=Patrick+O'Connor&email=patrick.oconnor@mail.com&phone=+1-555-708-8104 HTTP/1.1,0,raw,ben_0284
POST /api/v1/user/profile name=Charlotte+Jones&email=charlotte.jones@workplace.org&phone=+1-555-295-4937 HTTP/1.1,0,raw,ben_0285
POST /api/v1/user/profile name=Connor+Miller&email=connor.miller@testorg.net&phone=+1-555-340-1312 HTTP/1.1,0,raw,ben_0286
GET /search?q=winter coat for kids&category=computers&page=3&sort=price_low HTTP/1.1,0,raw,ben_0287
POST /feedback name=Marcus+Williams&rating=4&comments=The+user+interface+is+slick+and+easy+to+use. HTTP/1.1,0,raw,ben_0288
"POST /feedback name=Sarah+Jackson&rating=5&comments=It+works+as+expected,+no+complaints. HTTP/1.1",0,raw,ben_0289
POST /api/v1/user/profile name=Amelia+Anderson&email=amelia.anderson@example.com&phone=+1-555-203-3860 HTTP/1.1,0,raw,ben_0290
POST /feedback name=Naveen+Anderson&rating=3&comments=Product+quality+is+top+notch.+Highly+recommend! HTTP/1.1,0,raw,ben_0291
POST /login username=isabella.ngolo76&password=Alpha_Beta_123!,0,raw,ben_0292
POST /login username=naveen.williams87&password=Keyboard!Cat9,0,raw,ben_0293
POST /feedback name=Daniel+Gonzalez&rating=3&comments=The+user+interface+is+slick+and+easy+to+use. HTTP/1.1,0,raw,ben_0295
POST /login username=lucas.johnson16&password=Welcome#2026,0,raw,ben_0296
POST /api/v1/user/profile name=Grace+Thomas&email=grace.thomas@example.com&phone=+1-555-811-2084 HTTP/1.1,0,raw,ben_0297
POST /api/v1/user/profile name=Sathish+N'Golo&email=sathish.ngolo@mail.com&phone=+1-555-532-8532 HTTP/1.1,0,raw,ben_0298
POST /api/v1/user/profile name=William+Jackson&email=william.jackson@example.com&phone=+1-555-447-3576 HTTP/1.1,0,raw,ben_0299
POST /login username=benjamin.johnson54&password=P@ssw0rd_99,0,raw,ben_0300
POST /login username=patrick.dangelo16&password=Alpha_Beta_123!,0,raw,ben_0301
"POST /feedback name=Grace+Garcia&rating=4&comments=It+works+as+expected,+no+complaints. HTTP/1.1",0,raw,ben_0302
GET /search?q=noise cancelling headphones&category=health&page=6&sort=price_high HTTP/1.1,0,raw,ben_0303
POST /api/v1/user/profile name=Sathish+Thomas&email=sathish.thomas@mail.com&phone=+1-555-143-5050 HTTP/1.1,0,raw,ben_0304
GET /search?q=gaming mouse high DPI&category=electronics&page=6&sort=price_low HTTP/1.1,0,raw,ben_0305
POST /login username=james.johnson34&password=Welcome#2026,0,raw,ben_0306
POST /login username=elena.martin27&password=Coffee@Morning1,0,raw,ben_0307
POST /api/v1/user/profile name=Charlotte+Williams&email=charlotte.williams@company.io&phone=+1-555-928-2677 HTTP/1.1,0,raw,ben_0308
GET /faq HTTP/1.1,0,raw,ben_0310
POST /api/v1/user/profile name=Isabella+Williams&email=isabella.williams@mail.com&phone=+1-555-447-7509 HTTP/1.1,0,raw,ben_0311
"POST /feedback name=Naveen+Gonzalez&rating=4&comments=It+works+as+expected,+no+complaints. HTTP/1.1",0,raw,ben_0312
GET /search?q=macbook pro case 14 inch&category=electronics&page=6&sort=asc HTTP/1.1,0,raw,ben_0313
"POST /feedback name=Sarah+Martinez&rating=5&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0314
POST /login username=daniel.oconnor72&password=MyDogName$2024,0,raw,ben_0316
POST /login username=marcus.miller46&password=Alpha_Beta_123!,0,raw,ben_0317
POST /api/v1/user/profile name=Isabella+Jones&email=isabella.jones@example.com&phone=+1-555-629-2548 HTTP/1.1,0,raw,ben_0318
POST /api/v1/user/profile name=Charlotte+Martinez&email=charlotte.martinez@mail.com&phone=+1-555-436-4785 HTTP/1.1,0,raw,ben_0319
POST /login username=grace.dangelo80&password=Welcome#2026,0,raw,ben_0320
POST /login username=david.wilson87&password=Keyboard!Cat9,0,raw,ben_0321
POST /api/v1/user/profile name=John+Smith&email=john.smith@company.io&phone=+1-555-336-1281 HTTP/1.1,0,raw,ben_0322
"POST /feedback name=Lucas+Jackson&rating=5&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0323
GET /search?q=chef's knife set&category=electronics&page=4&sort=desc HTTP/1.1,0,raw,ben_0324
POST /login username=olivia.moore43&password=Coding#Is#Fun,0,raw,ben_0325
GET /search?q=O'Reilly Python programming&category=computers&page=9&sort=asc HTTP/1.1,0,raw,ben_0326
GET /search?q=laptop stand&category=office-supplies&page=1&sort=relevance HTTP/1.1,0,raw,ben_0327
POST /feedback name=Marcus+Jackson&rating=5&comments=Awesome+experience+overall! HTTP/1.1,0,raw,ben_0328
POST /api/v1/user/profile name=Sarah+O'Neill&email=sarah.oneill@testorg.net&phone=+1-555-596-9176 HTTP/1.1,0,raw,ben_0329
POST /login username=sarah.jackson83&password=Summer#Vibes!,0,raw,ben_0330
POST /feedback name=Sarah+Smith&rating=4&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0331
POST /api/v1/user/profile name=Benjamin+Hernandez&email=benjamin.hernandez@testorg.net&phone=+1-555-317-2016 HTTP/1.1,0,raw,ben_0333
POST /api/v1/user/profile name=Arthur+Johnson&email=arthur.johnson@company.io&phone=+1-555-583-2304 HTTP/1.1,0,raw,ben_0335
POST /login username=sophia.rodriguez59&password=Pass123!,0,raw,ben_0336
GET /search?q=webcam 1080p stream&category=automotive&page=1&sort=price_low HTTP/1.1,0,raw,ben_0337
POST /login username=sean.martin96&password=P@ssw0rd_99,0,raw,ben_0338
POST /api/v1/user/profile name=Sarah+O'Neill&email=sarah.oneill@testorg.net&phone=+1-555-213-8021 HTTP/1.1,0,raw,ben_0339
GET /search?q=webcam 1080p stream&category=home-kitchen&page=2&sort=price_low HTTP/1.1,0,raw,ben_0340
GET /search?q=gaming mouse high DPI&category=sports&page=4&sort=price_low HTTP/1.1,0,raw,ben_0341
"POST /feedback name=William+Moore&rating=3&comments=It+works+as+expected,+no+complaints. HTTP/1.1",0,raw,ben_0342
POST /feedback name=Benjamin+O'Brien&rating=3&comments=Product+quality+is+top+notch.+Highly+recommend! HTTP/1.1,0,raw,ben_0343
POST /feedback name=David+Thomas&rating=5&comments=Fast+shipping+and+nice+packaging. HTTP/1.1,0,raw,ben_0344
POST /login username=sathish.moore74&password=Coffee@Morning1,0,raw,ben_0345
POST /api/v1/user/profile name=Charlotte+Martinez&email=charlotte.martinez@example.com&phone=+1-555-592-2360 HTTP/1.1,0,raw,ben_0346
GET /search?q=wireless earbuds&category=automotive&page=3&sort=relevance HTTP/1.1,0,raw,ben_0347
GET /search?q=bluetooth speaker portable&category=beauty&page=8&sort=price_low HTTP/1.1,0,raw,ben_0349
GET /search?q=usb-c hub multi-port&category=automotive&page=1&sort=price_low HTTP/1.1,0,raw,ben_0350
GET /search?q=stainless steel water bottle&category=computers&page=5&sort=asc HTTP/1.1,0,raw,ben_0351
POST /api/v1/user/profile name=Emma+L'Estrade&email=emma.lestrade@testorg.net&phone=+1-555-109-7079 HTTP/1.1,0,raw,ben_0352
POST /login username=daniel.davis11&password=Summer#Vibes!,0,raw,ben_0353
"POST /feedback name=Sophia+Johnson&rating=4&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0354
"POST /feedback name=Elena+Jones&rating=3&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0355
POST /login username=isabella.wilson84&password=MyDogName$2024,0,raw,ben_0356
GET /search?q=chef's knife set&category=home-kitchen&page=4&sort=price_high HTTP/1.1,0,raw,ben_0357
POST /login username=naveen.anderson39&password=StarWars#2025,0,raw,ben_0358
GET /search?q=bluetooth speaker portable&category=garden&page=7&sort=asc HTTP/1.1,0,raw,ben_0359
POST /login username=daniel.moore19&password=Keyboard!Cat9,0,raw,ben_0360
GET /search?q=baker's dozen recipes&category=automotive&page=9&sort=desc HTTP/1.1,0,raw,ben_0361
GET /search?q=electric toothbrush rechargeable&category=beauty&page=10&sort=relevance HTTP/1.1,0,raw,ben_0362
"POST /feedback name=Elena+L'Estrade&rating=5&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0363
GET /search?q=travel backpack waterproof&category=gaming&page=5&sort=asc HTTP/1.1,0,raw,ben_0364
GET /search?q=coffee maker espresso&category=computers&page=2&sort=asc HTTP/1.1,0,raw,ben_0365
POST /login username=patrick.johnson68&password=Alpha_Beta_123!,0,raw,ben_0366
POST /feedback name=William+Garcia&rating=3&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0367
GET /search?q=usb-c hub multi-port&category=books&page=3&sort=price_low HTTP/1.1,0,raw,ben_0368
POST /api/v1/user/profile name=James+Thomas&email=james.thomas@mail.com&phone=+1-555-721-4874 HTTP/1.1,0,raw,ben_0369
GET /search?q=standing desk converter&category=health&page=5&sort=price_high HTTP/1.1,0,raw,ben_0371
GET /search?q=mechanical keyboard RGB&category=home-kitchen&page=5&sort=asc HTTP/1.1,0,raw,ben_0372
GET /search?q=usb-c hub multi-port&category=electronics&page=2&sort=asc HTTP/1.1,0,raw,ben_0374
POST /login username=charlotte.smith38&password=Coffee@Morning1,0,raw,ben_0375
POST /api/v1/user/profile name=Naveen+Jackson&email=naveen.jackson@mail.com&phone=+1-555-968-2996 HTTP/1.1,0,raw,ben_0376
POST /api/v1/user/profile name=Sathish+Miller&email=sathish.miller@example.com&phone=+1-555-510-9651 HTTP/1.1,0,raw,ben_0377
POST /login username=david.oneill43&password=Pass123!,0,raw,ben_0378
GET /search?q=smart watch fitness tracker&category=sports&page=4&sort=desc HTTP/1.1,0,raw,ben_0379
POST /login username=marcus.thomas68&password=Keyboard!Cat9,0,raw,ben_0380
POST /api/v1/user/profile name=James+Thomas&email=james.thomas@testorg.net&phone=+1-555-307-6660 HTTP/1.1,0,raw,ben_0381
GET /search?q=mechanical keyboard RGB&category=apparel&page=2&sort=asc HTTP/1.1,0,raw,ben_0382
"POST /feedback name=Isabella+Lopez&rating=4&comments=It+works+as+expected,+no+complaints. HTTP/1.1",0,raw,ben_0383
POST /login username=mia.taylor52&password=Pass123!,0,raw,ben_0384
POST /api/v1/user/profile name=Sarah+D'Angelo&email=sarah.dangelo@company.io&phone=+1-555-612-8080 HTTP/1.1,0,raw,ben_0385
GET /search?q=electric toothbrush rechargeable&category=computers&page=7&sort=price_high HTTP/1.1,0,raw,ben_0386
POST /api/v1/user/profile name=Daniel+Garcia&email=daniel.garcia@workplace.org&phone=+1-555-272-8722 HTTP/1.1,0,raw,ben_0387
POST /api/v1/user/profile name=Sean+Jones&email=sean.jones@company.io&phone=+1-555-826-2836 HTTP/1.1,0,raw,ben_0388
GET /search?q=standing desk converter&category=electronics&page=9&sort=desc HTTP/1.1,0,raw,ben_0389
POST /api/v1/user/profile name=Isabella+O'Connor&email=isabella.oconnor@testorg.net&phone=+1-555-327-6772 HTTP/1.1,0,raw,ben_0390
POST /login username=elena.brown56&password=GateGuard_Secure!9,0,raw,ben_0391
POST /api/v1/user/profile name=Elena+Williams&email=elena.williams@company.io&phone=+1-555-568-5415 HTTP/1.1,0,raw,ben_0392
GET /search?q=bluetooth speaker portable&category=computers&page=1&sort=price_high HTTP/1.1,0,raw,ben_0393
POST /login username=arthur.obrien26&password=Welcome#2026,0,raw,ben_0394
POST /login username=sean.dangelo1&password=Welcome#2026,0,raw,ben_0395
GET /search?q=stainless steel water bottle&category=electronics&page=2&sort=price_high HTTP/1.1,0,raw,ben_0396
POST /login username=grace.garcia55&password=Pass123!,0,raw,ben_0397
POST /feedback name=Elena+Martin&rating=4&comments=Customer+support+helped+me+with+O'Connor's+account+issue+promptly. HTTP/1.1,0,raw,ben_0398
POST /login username=daniel.jones64&password=Coding#Is#Fun,0,raw,ben_0399
GET /search?q=macbook pro case 14 inch&category=electronics&page=5&sort=relevance HTTP/1.1,0,raw,ben_0400
GET /search?q=select+your+size&category=apparel HTTP/1.1,0,raw_keyword_overlap,ben_0401
GET /search?q=drop+shadow+effect+css&category=books HTTP/1.1,0,raw_keyword_overlap,ben_0402
POST /feedback message=Need+script+for+my+presentation HTTP/1.1,0,raw_keyword_overlap,ben_0403
POST /api/v1/user/address action=insert+new+address HTTP/1.1,0,raw_keyword_overlap,ben_0404
POST /api/v1/user/address action=delete+my+old+address HTTP/1.1,0,raw_keyword_overlap,ben_0405
POST /api/v1/user/profile action=update+my+profile HTTP/1.1,0,raw_keyword_overlap,ben_0406
GET /faq?q=where+is+my+order HTTP/1.1,0,raw_keyword_overlap,ben_0407
GET /search?q=union+of+workers+newsletter HTTP/1.1,0,raw_keyword_overlap,ben_0408
GET /search?q=cute+cat+video+compilation HTTP/1.1,0,raw_keyword_overlap,ben_0409
GET /settings?view=system+settings+for+display HTTP/1.1,0,raw_keyword_overlap,ben_0410
GET /download/exec_summary.pdf HTTP/1.1,0,raw_keyword_overlap,ben_0411
GET /search?q=alert+system+for+smart+home HTTP/1.1,0,raw_keyword_overlap,ben_0412
GET /search?q=onerror+event+handler+tutorial HTTP/1.1,0,raw_keyword_overlap,ben_0413
GET /search?q=iframe+responsive+embed+code HTTP/1.1,0,raw_keyword_overlap,ben_0414
POST /feedback comment=Please+eval+my+support+ticket HTTP/1.1,0,raw_keyword_overlap,ben_0415
GET /search?q=javascript+for+beginners+book HTTP/1.1,0,raw_keyword_overlap,ben_0416
POST /search query=powershell+scripting+guide HTTP/1.1,0,raw_keyword_overlap,ben_0417
GET /search?q=base64+encoding+explained HTTP/1.1,0,raw_keyword_overlap,ben_0418
